Unnamed: 0,server_name,IP,logname,authenticate,date,petition,URL,status,bytes,referer,user-agent,level
71,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:27+01:00,GET,/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm HTTP/2.0,200,11740,https://www.sitgesanytime.com/es/actualidad/agenda.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
72,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,GET,/plantilles/turisme/img/icone-data-b.png HTTP/2.0,200,550,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
73,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,GET,/plantilles/turisme/img/icone-lloc-b.png HTTP/2.0,200,759,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
74,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,GET,/plantilles/turisme/img/icone-email-b.png HTTP/2.0,200,657,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
75,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,GET,/plantilles/turisme/img/icone-link-b.png HTTP/2.0,200,615,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
76,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,GET,/plantilles/turisme/img/icone-telf-b.png HTTP/2.0,200,649,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
77,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,GET,/media/site1/cache/images/img-9254-r-redim-enc-w480-h480.jpg HTTP/2.0,200,49241,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
78,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,GET,/media/site1/cache/images/palaumaricel-redim-w680-h680.jpg HTTP/2.0,200,75575,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
79,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,GET,/media/site1/cache/images/claustre-palau-maricel-redim-w445-h500.jpg HTTP/2.0,200,31265,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
80,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,POST,/comu/cookies.php HTTP/2.0,200,173,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
81,sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:30+01:00,HEAD,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,301,4840,-,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3631.120 Safari/537.36",0
82,www.sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:31+01:00,HEAD,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,200,5260,-,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3631.120 Safari/537.36",0
83,sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:31+01:00,GET,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,301,661,-,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3631.120 Safari/537.36",0
84,www.sitgesanytime.com,195.82.120.225,-,-,2024-01-22 00:01:29+01:00,GET,/plantilles/turisme/eltemps/wstemps.php?site=1&lang=es HTTP/2.0,200,454,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id932/visita-palau-de-maricel-16.htm,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",0
85,www.sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:32+01:00,GET,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,200,10196,-,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3631.120 Safari/537.36",0
86,sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:36+01:00,HEAD,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,301,4840,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3710.81 Safari/537.36",0
87,www.sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:37+01:00,HEAD,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,200,5260,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3710.81 Safari/537.36",0
88,sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:38+01:00,GET,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,301,661,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3710.81 Safari/537.36",0
89,www.sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:38+01:00,GET,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,200,10196,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3710.81 Safari/537.36",0
90,www.sitgesanytime.com,66.249.70.97,-,-,2024-01-22 00:01:41+01:00,POST,/comu/cookies.php HTTP/1.1,200,6751,https://www.sitgesanytime.com/es/pl330/actualidad/agenda/id1056/els-pastorets-2.htm,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.199 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",0
91,sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:42+01:00,HEAD,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,301,4840,-,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.2262.184 Safari/537.36",0
92,www.sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:43+01:00,HEAD,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,200,5260,-,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.2262.184 Safari/537.36",0
93,sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:44+01:00,GET,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,301,661,-,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.2262.184 Safari/537.36",0
94,www.sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:44+01:00,GET,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,200,10196,-,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.2262.184 Safari/537.36",0
95,sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:48+01:00,HEAD,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,301,4840,-,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.2073.86 Safari/537.36",0
96,www.sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:49+01:00,HEAD,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,200,5260,-,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.2073.86 Safari/537.36",0
97,sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:50+01:00,GET,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,301,661,-,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.2073.86 Safari/537.36",0
98,www.sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:50+01:00,GET,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,200,10196,-,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.2073.86 Safari/537.36",0
99,www.sitgesanytime.com,216.244.66.199,-,-,2024-01-22 00:01:53+01:00,GET,/de/planen-sie-ihre-reise/sitges-auf-einen-blick/id586/centre-d-estudis-del-mar.htm HTTP/1.1,200,57430,-,Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com),0
100,sitgesanytime.com,47.76.35.19,-,-,2024-01-22 00:01:54+01:00,HEAD,/fr/pag492/explora-platges-i-ports-2/id12/les-anquines.htm HTTP/1.1,301,4840,-,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.2006.45 Safari/537.36",0
